Code région,Nom de la région,Code département,Code arrondissement,Code canton,Code commune,Nom de la commune,Population municipale,Population comptée à part,Population totale
25,Basse-Normandie,50,1,01,205,La Godefroy,221,3,224
25,Basse-Normandie,50,1,01,206,La Gohannière,119,2,121
25,Basse-Normandie,50,2,41,207,Golleville,184,2,186
25,Basse-Normandie,50,3,27,208,Gonfreville,163,4,167
25,Basse-Normandie,50,2,38,209,Gonneville,857,33,890
25,Basse-Normandie,50,3,27,210,Gorges,366,7,373
25,Basse-Normandie,50,2,38,211,Gouberville,124,4,128
25,Basse-Normandie,50,2,37,212,Gourbesville,176,1,177
25,Basse-Normandie,50,4,08,213,Gourfaleur,434,13,447
25,Basse-Normandie,50,4,45,214,Gouvets,261,5,266
25,Basse-Normandie,50,3,36,215,Gouville-sur-Mer,2080,52,2132
25,Basse-Normandie,50,4,34,216,Graignes-Mesnil-Angot,786,133,919
25,Basse-Normandie,50,1,05,217,Le Grand-Celland,538,10,548
25,Basse-Normandie,50,1,15,218,Granville,13087,740,13827
25,Basse-Normandie,50,3,36,219,Gratot,660,35,695
25,Basse-Normandie,50,2,04,220,Gréville-Hague,780,36,816
25,Basse-Normandie,50,3,14,221,Grimesnil,70,0,70
25,Basse-Normandie,50,2,28,222,Grosville,678,9,687
25,Basse-Normandie,50,3,10,223,Guéhébert,130,6,136
25,Basse-Normandie,50,4,46,224,Guilberville,937,15,952
25,Basse-Normandie,50,4,26,225,Le Guislain,117,2,119
25,Basse-Normandie,50,2,22,227,Le Ham,336,4,340
25,Basse-Normandie,50,3,14,228,Hambye,1176,28,1204
25,Basse-Normandie,50,1,33,229,Hamelin,115,0,115
25,Basse-Normandie,50,2,25,230,Hardinvast,925,22,947
25,Basse-Normandie,50,3,40,232,Hauteville-la-Guichard,449,6,455
25,Basse-Normandie,50,3,23,231,Hauteville-sur-Mer,633,11,644
25,Basse-Normandie,50,2,41,233,Hautteville-Bocage,115,2,117
25,Basse-Normandie,50,4,26,234,La Haye-Bellefond,74,0,74
25,Basse-Normandie,50,2,03,235,La Haye-d'Ectot,227,9,236
25,Basse-Normandie,50,3,16,236,La Haye-du-Puits,1713,87,1800
25,Basse-Normandie,50,1,17,237,La Haye-Pesnel,1358,36,1394
25,Basse-Normandie,50,2,28,238,Héauville,455,6,461
25,Basse-Normandie,50,4,21,239,Hébécrevon,1124,30,1154
25,Basse-Normandie,50,2,28,240,Helleville,432,10,442
25,Basse-Normandie,50,2,22,241,Hémevez,172,3,175
25,Basse-Normandie,50,3,23,244,Hérenguerville,158,7,165
25,Basse-Normandie,50,2,04,242,Herqueville,156,4,160
25,Basse-Normandie,50,3,36,243,Heugueville-sur-Sienne,551,14,565
25,Basse-Normandie,50,1,44,245,Heussé,247,0,247
25,Basse-Normandie,50,2,37,246,Hiesville,72,4,76
25,Basse-Normandie,50,1,17,247,Hocquigny,186,3,189
25,Basse-Normandie,50,4,34,248,Le Hommet-d'Arthenay,426,127,553
25,Basse-Normandie,50,2,37,249,Houesville,284,1,285
25,Basse-Normandie,50,3,16,250,Houtteville,94,1,95
25,Basse-Normandie,50,2,47,251,Huberville,343,9,352
25,Basse-Normandie,50,3,06,252,Hudimesnil,856,8,864
25,Basse-Normandie,50,1,29,253,Huisnes-sur-Mer,190,5,195
25,Basse-Normandie,50,1,44,254,Husson,234,16,250
25,Basse-Normandie,50,3,23,255,Hyenville,326,9,335
25,Basse-Normandie,50,1,18,256,Isigny-le-Buat,3231,98,3329
25,Basse-Normandie,50,2,04,257,Jobourg,449,14,463
25,Basse-Normandie,50,2,22,258,Joganville,68,6,74
25,Basse-Normandie,50,1,13,259,Juilley,579,13,592
25,Basse-Normandie,50,1,97,066,Jullouville,2180,58,2238
25,Basse-Normandie,50,1,19,260,Juvigny-le-Tertre,613,16,629
25,Basse-Normandie,50,4,46,261,Lamberville,158,2,160
25,Basse-Normandie,50,4,48,262,La Lande-d'Airou,504,12,516
25,Basse-Normandie,50,1,32,263,Lapenty,446,10,456
25,Basse-Normandie,50,3,20,265,Laulne,156,7,163
25,Basse-Normandie,50,3,14,266,Lengronne,450,16,466
25,Basse-Normandie,50,3,20,267,Lessay,2040,35,2075
25,Basse-Normandie,50,2,22,268,Lestre,246,3,249
25,Basse-Normandie,50,2,37,269,Liesville-sur-Douve,224,1,225
25,Basse-Normandie,50,2,47,270,Lieusaint,364,8,372
25,Basse-Normandie,50,1,39,271,Lingeard,84,2,86
25,Basse-Normandie,50,3,23,272,Lingreville,942,22,964
25,Basse-Normandie,50,3,16,273,Lithaire,556,6,562
25,Basse-Normandie,50,1,32,274,Les Loges-Marchis,1022,150,1172
25,Basse-Normandie,50,1,05,275,Les Loges-sur-Brécey,148,9,157
25,Basse-Normandie,50,1,42,276,Lolif,554,16,570
25,Basse-Normandie,50,3,06,277,Longueville,609,19,628
25,Basse-Normandie,50,3,06,278,Le Loreur,205,2,207
25,Basse-Normandie,50,3,40,279,Le Lorey,601,11,612
25,Basse-Normandie,50,4,21,280,Lozon,307,6,313
25,Basse-Normandie,50,1,17,281,La Lucerne-d'Outremer,815,22,837
25,Basse-Normandie,50,1,17,282,Le Luot,214,5,219
25,Basse-Normandie,50,4,35,283,La Luzerne,39,5,44
25,Basse-Normandie,50,1,29,284,Macey,107,2,109
25,Basse-Normandie,50,2,07,285,Magneville,278,6,284
25,Basse-Normandie,50,4,08,287,La Mancellière-sur-Vire,478,11,489
25,Basse-Normandie,50,1,01,288,Marcey-les-Grèves,1231,38,1269
25,Basse-Normandie,50,3,27,289,Marchésieux,712,18,730
25,Basse-Normandie,50,1,13,290,Marcilly,379,0,379
25,Basse-Normandie,50,4,26,291,Margueray,145,0,145
25,Basse-Normandie,50,4,21,292,Marigny,2106,76,2182
25,Basse-Normandie,50,1,32,293,Martigny,328,6,334
25,Basse-Normandie,50,2,25,294,Martinvast,1160,34,1194
25,Basse-Normandie,50,4,26,295,Maupertuis,135,4,139
25,Basse-Normandie,50,2,38,296,Maupertus-sur-Mer,257,4,261
25,Basse-Normandie,50,4,31,297,La Meauffe,1073,28,1101
25,Basse-Normandie,50,4,09,298,Méautis,655,26,681
25,Basse-Normandie,50,2,03,299,Le Mesnil,194,8,202
25,Basse-Normandie,50,1,19,300,Le Mesnil-Adelée,191,5,196
25,Basse-Normandie,50,3,14,301,Le Mesnil-Amand,156,1,157
25,Basse-Normandie,50,4,21,302,Le Mesnil-Amey,258,14,272
25,Basse-Normandie,50,2,51,305,Le Mesnil-au-Val,653,22,675
25,Basse-Normandie,50,3,06,304,Le Mesnil-Aubert,158,3,161
25,Basse-Normandie,50,4,21,310,Le Mesnil-Eury,181,2,183
25,Basse-Normandie,50,3,14,311,Le Mesnil-Garnier,220,8,228
25,Basse-Normandie,50,1,39,312,Le Mesnil-Gilbert,153,4,157
25,Basse-Normandie,50,4,08,313,Le Mesnil-Herman,140,6,146
25,Basse-Normandie,50,4,45,316,Le Mesnil-Opac,257,6,263
25,Basse-Normandie,50,1,13,317,Le Mesnil-Ozenne,233,0,233
25,Basse-Normandie,50,1,19,318,Le Mesnil-Rainfray,245,3,248
25,Basse-Normandie,50,4,45,319,Le Mesnil-Raoult,368,4,372
25,Basse-Normandie,50,3,14,320,Le Mesnil-Rogues,162,5,167
25,Basse-Normandie,50,4,52,321,Le Mesnil-Rouxelin,482,35,517
25,Basse-Normandie,50,1,19,323,Le Mesnil-Tôve,227,7,234
25,Basse-Normandie,50,4,34,324,Le Mesnil-Véneron,97,1,98
25,Basse-Normandie,50,4,21,325,Le Mesnil-Vigot,258,4,262
25,Basse-Normandie,50,3,14,326,Le Mesnil-Villeman,223,5,228
25,Basse-Normandie,50,3,40,308,Le Mesnilbus,268,6,274
25,Basse-Normandie,50,1,32,315,Le Mesnillard,281,8,289
25,Basse-Normandie,50,3,06,327,La Meurdraquière,161,0,161
25,Basse-Normandie,50,3,20,328,Millières,629,7,636
25,Basse-Normandie,50,1,32,329,Milly,332,12,344
25,Basse-Normandie,50,3,16,330,Mobecq,251,3,254
25,Basse-Normandie,50,2,03,332,Les Moitiers-d'Allonne,674,17,691
25,Basse-Normandie,50,2,41,333,Les Moitiers-en-Bauptois,327,7,334
25,Basse-Normandie,50,1,29,353,Le Mont-Saint-Michel,42,2,44
25,Basse-Normandie,50,4,26,334,Montabot,291,5,296
25,Basse-Normandie,50,2,47,335,Montaigu-la-Brisette,482,12,494
25,Basse-Normandie,50,3,14,336,Montaigu-les-Bois,232,6,238
25,Basse-Normandie,50,1,33,337,Montanel,367,10,377
25,Basse-Normandie,50,4,26,338,Montbray,369,1,370
25,Basse-Normandie,50,3,23,339,Montchaton,345,15,360
25,Basse-Normandie,50,3,40,340,Montcuit,194,5,199
25,Basse-Normandie,50,2,22,341,Montebourg,2127,141,2268
25,Basse-Normandie,50,2,30,342,Montfarville,805,22,827
25,Basse-Normandie,50,3,16,343,Montgardon,405,13,418
25,Basse-Normandie,50,3,40,345,Monthuchon,594,21,615
25,Basse-Normandie,50,1,33,347,Montjoie-Saint-Martin,274,7,281
25,Basse-Normandie,50,4,34,348,Montmartin-en-Graignes,551,9,560
25,Basse-Normandie,50,3,23,349,Montmartin-sur-Mer,1292,37,1329
25,Basse-Normandie,50,3,10,350,Montpinchon,557,11,568
25,Basse-Normandie,50,4,46,351,Montrabot,84,3,87
25,Basse-Normandie,50,4,21,352,Montreuil-sur-Lozon,280,6,286
25,Basse-Normandie,50,3,36,354,Montsurvent,338,6,344
25,Basse-Normandie,50,1,42,355,Montviron,326,4,330
25,Basse-Normandie,50,4,31,356,Moon-sur-Elle,839,17,856
25,Basse-Normandie,50,4,26,357,Morigny,89,3,92
25,Basse-Normandie,50,2,30,358,Morsalines,216,7,223
25,Basse-Normandie,50,1,24,359,Mortain,1812,256,2068
25,Basse-Normandie,50,2,07,360,Morville,262,9,271
25,Basse-Normandie,50,1,17,361,La Mouche,184,0,184
25,Basse-Normandie,50,1,32,362,Moulines,302,7,309
25,Basse-Normandie,50,4,45,363,Moyon,1102,23,1125
25,Basse-Normandie,50,3,40,364,Muneville-le-Bingard,653,10,663
25,Basse-Normandie,50,3,06,365,Muneville-sur-Mer,363,2,365
25,Basse-Normandie,50,3,27,368,Nay,79,2,81
25,Basse-Normandie,50,2,07,369,Négreville,819,24,843
25,Basse-Normandie,50,2,41,370,Néhou,532,8,540
25,Basse-Normandie,50,1,24,371,Le Neufbourg,470,15,485
25,Basse-Normandie,50,3,16,372,Neufmesnil,183,4,187
25,Basse-Normandie,50,2,37,373,Neuville-au-Plain,109,1,110
25,Basse-Normandie,50,2,41,374,Neuville-en-Beaumont,37,0,37
25,Basse-Normandie,50,2,38,375,Néville-sur-Mer,180,1,181
25,Basse-Normandie,50,3,12,376,Nicorps,423,21,444
25,Basse-Normandie,50,4,31,380,Notre-Dame-d'Elle,130,2,132
25,Basse-Normandie,50,3,10,378,Notre-Dame-de-Cenilly,690,5,695
25,Basse-Normandie,50,1,05,379,Notre-Dame-de-Livoye,121,4,125
25,Basse-Normandie,50,1,24,381,Notre-Dame-du-Touchet,654,16,670
25,Basse-Normandie,50,2,50,382,Nouainville,457,25,482
25,Basse-Normandie,50,2,30,384,Octeville-l'Avenel,189,2,191
25,Basse-Normandie,50,2,04,385,Omonville-la-Petite,123,2,125
25,Basse-Normandie,50,2,04,386,Omonville-la-Rogue,526,15,541
25,Basse-Normandie,50,2,41,387,Orglandes,327,8,335
25,Basse-Normandie,50,3,23,388,Orval,887,37,924
25,Basse-Normandie,50,3,10,389,Ouville,440,14,454
25,Basse-Normandie,50,2,22,390,Ozeville,145,1,146
25,Basse-Normandie,50,1,32,391,Parigny,1779,73,1852
25,Basse-Normandie,50,4,26,393,Percy,2242,80,2322
25,Basse-Normandie,50,3,27,394,Périers,2420,62,2482
25,Basse-Normandie,50,2,30,395,La Pernelle,252,5,257
25,Basse-Normandie,50,2,07,396,Les Perques,152,4,156
25,Basse-Normandie,50,1,43,397,Perriers-en-Beauficel,230,9,239
25,Basse-Normandie,50,4,46,398,Le Perron,175,1,176
25,Basse-Normandie,50,1,05,399,Le Petit-Celland,180,6,186
25,Basse-Normandie,50,2,37,400,Picauville,1982,38,2020
25,Basse-Normandie,50,2,28,401,Pierreville,659,25,684
25,Basse-Normandie,50,2,28,402,Les Pieux,3521,104,3625
25,Basse-Normandie,50,3,20,403,Pirou,1607,42,1649
25,Basse-Normandie,50,4,46,404,Placy-Montaigu,208,6,214
25,Basse-Normandie,50,3,27,405,Le Plessis-Lastelle,252,2,254
25,Basse-Normandie,50,1,01,406,Plomb,386,14,400
25,Basse-Normandie,50,1,13,407,Poilley,803,26,829
25,Basse-Normandie,50,4,34,409,Pont-Hébert,1787,50,1837
25,Basse-Normandie,50,1,01,408,Pontaubault,468,12,480
25,Basse-Normandie,50,1,29,410,Pontorson,4094,75,4169
25,Basse-Normandie,50,1,01,411,Ponts,547,17,564
25,Basse-Normandie,50,2,03,412,Portbail,1667,69,1736
25,Basse-Normandie,50,1,13,413,Précey,466,12,478
25,Basse-Normandie,50,4,46,414,Précorbin,513,8,521
25,Basse-Normandie,50,3,16,415,Prétot-Sainte-Suzanne,326,12,338
25,Basse-Normandie,50,2,50,416,Querqueville,5464,169,5633
25,Basse-Normandie,50,2,30,417,Quettehou,1564,34,1598
25,Basse-Normandie,50,2,07,418,Quettetot,736,11,747
25,Basse-Normandie,50,3,23,419,Quettreville-sur-Sienne,1420,38,1458
25,Basse-Normandie,50,4,08,420,Quibou,881,14,895
25,Basse-Normandie,50,2,22,421,Quinéville,304,2,306
25,Basse-Normandie,50,4,09,422,Raids,197,3,200
25,Basse-Normandie,50,4,52,423,Rampan,221,13,234
25,Basse-Normandie,50,2,07,425,Rauville-la-Bigot,1104,15,1119
25,Basse-Normandie,50,2,41,426,Rauville-la-Place,386,12,398
25,Basse-Normandie,50,2,37,427,Ravenoville,259,1,260
25,Basse-Normandie,50,1,19,428,Reffuveille,464,15,479
25,Basse-Normandie,50,3,23,429,Regnéville-sur-Mer,833,28,861
25,Basse-Normandie,50,2,41,430,Reigneville-Bocage,29,0,29
25,Basse-Normandie,50,4,21,431,Remilly-sur-Lozon,663,4,667
25,Basse-Normandie,50,2,38,432,Réthoville,134,5,139
25,Basse-Normandie,50,2,30,433,Réville,1193,25,1218
25,Basse-Normandie,50,1,17,434,La Rochelle-Normande,289,10,299
25,Basse-Normandie,50,2,07,435,Rocheville,642,22,664
25,Basse-Normandie,50,1,24,436,Romagny,1053,37,1090
25,Basse-Normandie,50,3,10,437,Roncey,799,28,827
25,Basse-Normandie,50,3,40,438,La Ronde-Haye,345,7,352
25,Basse-Normandie,50,4,48,440,Rouffigny,312,11,323
25,Basse-Normandie,50,4,46,441,Rouxeville,320,1,321
25,Basse-Normandie,50,2,28,442,Le Rozel,277,12,289
25,Basse-Normandie,50,1,29,443,Sacey,517,9,526
25,Basse-Normandie,50,4,46,444,Saint-Amand,2211,63,2274
25,Basse-Normandie,50,4,09,445,Saint-André-de-Bohon,315,7,322
25,Basse-Normandie,50,4,31,446,Saint-André-de-l'Épine,531,18,549
25,Basse-Normandie,50,1,33,448,Saint-Aubin-de-Terregatte,711,9,720
25,Basse-Normandie,50,1,15,447,Saint-Aubin-des-Préaux,411,19,430
25,Basse-Normandie,50,3,40,449,Saint-Aubin-du-Perron,229,3,232
25,Basse-Normandie,50,1,24,450,Saint-Barthélemy,353,14,367
25,Basse-Normandie,50,1,01,451,Saint-Brice,130,3,133
25,Basse-Normandie,50,1,32,452,Saint-Brice-de-Landelles,642,11,653
25,Basse-Normandie,50,2,28,454,Saint-Christophe-du-Foc,335,9,344
25,Basse-Normandie,50,4,31,455,Saint-Clair-sur-l'Elle,871,19,890
25,Basse-Normandie,50,1,24,456,Saint-Clément-Rancoudray,536,4,540
25,Basse-Normandie,50,4,09,458,Saint-Côme-du-Mont,511,18,529
25,Basse-Normandie,50,2,22,461,Saint-Cyr,199,1,200
25,Basse-Normandie,50,1,02,462,Saint-Cyr-du-Bailleul,422,8,430
25,Basse-Normandie,50,3,14,463,Saint-Denis-le-Gast,541,10,551
25,Basse-Normandie,50,3,10,464,Saint-Denis-le-Vêtu,604,18,622
25,Basse-Normandie,50,4,08,465,Saint-Ébremond-de-Bonfossé,737,23,760
25,Basse-Normandie,50,2,22,467,Saint-Floxel,439,14,453
25,Basse-Normandie,50,4,34,468,Saint-Fromond,730,11,741
25,Basse-Normandie,50,4,31,473,Saint-Georges-d'Elle,378,10,388
25,Basse-Normandie,50,4,09,470,Saint-Georges-de-Bohon,407,10,417
25,Basse-Normandie,50,2,03,471,Saint-Georges-de-la-Rivière,253,9,262
25,Basse-Normandie,50,1,05,472,Saint-Georges-de-Livoye,219,2,221
25,Basse-Normandie,50,1,02,474,Saint-Georges-de-Rouelley,528,7,535
25,Basse-Normandie,50,4,52,475,Saint-Georges-Montcocq,839,40,879
25,Basse-Normandie,50,4,31,476,Saint-Germain-d'Elle,185,2,187
25,Basse-Normandie,50,2,22,478,Saint-Germain-de-Tournebut,386,7,393
25,Basse-Normandie,50,2,37,479,Saint-Germain-de-Varreville,118,3,121
25,Basse-Normandie,50,2,04,477,Saint-Germain-des-Vaux,415,6,421
25,Basse-Normandie,50,2,28,480,Saint-Germain-le-Gaillard,680,18,698
25,Basse-Normandie,50,3,20,481,Saint-Germain-sur-Ay,881,22,903
25,Basse-Normandie,50,3,27,482,Saint-Germain-sur-Sèves,194,6,200
25,Basse-Normandie,50,4,21,483,Saint-Gilles,908,30,938
25,Basse-Normandie,50,1,32,484,Saint-Hilaire-du-Harcouët,4112,303,4415
25,Basse-Normandie,50,4,09,485,Saint-Hilaire-Petitville,1399,49,1448
25,Basse-Normandie,50,2,41,486,Saint-Jacques-de-Néhou,502,10,512
25,Basse-Normandie,50,1,33,487,Saint-James,2678,105,2783
25,Basse-Normandie,50,4,34,488,Saint-Jean-de-Daye,607,12,619
25,Basse-Normandie,50,1,01,489,Saint-Jean-de-la-Haize,490,16,506
25,Basse-Normandie,50,2,03,490,Saint-Jean-de-la-Rivière,354,8,362
25,Basse-Normandie,50,4,31,491,Saint-Jean-de-Savigny,357,11,368
25,Basse-Normandie,50,4,46,492,Saint-Jean-des-Baisants,1163,29,1192
25,Basse-Normandie,50,1,17,493,Saint-Jean-des-Champs,1303,45,1348
25,Basse-Normandie,50,1,24,494,Saint-Jean-du-Corail,274,10,284
25,Basse-Normandie,50,1,05,495,Saint-Jean-du-Corail-des-Bois,74,0,74
25,Basse-Normandie,50,1,42,496,Saint-Jean-le-Thomas,429,9,438
25,Basse-Normandie,50,3,27,497,Saint-Jores,364,12,376
25,Basse-Normandie,50,2,47,498,Saint-Joseph,815,23,838
25,Basse-Normandie,50,1,39,499,Saint-Laurent-de-Cuves,495,16,511
25,Basse-Normandie,50,1,33,500,Saint-Laurent-de-Terregatte,562,12,574
25,Basse-Normandie,50,4,95,502,Saint-Lô,19092,1193,20285
25,Basse-Normandie,50,2,03,503,Saint-Lô-d'Ourville,559,21,580
25,Basse-Normandie,50,4,45,504,Saint-Louet-sur-Vire,188,3,191
25,Basse-Normandie,50,1,01,505,Saint-Loup,636,20,656
25,Basse-Normandie,50,3,36,506,Saint-Malo-de-la-Lande,426,8,434
25,Basse-Normandie,50,2,22,507,Saint-Marcouf,330,6,336
25,Basse-Normandie,50,3,27,510,Saint-Martin-d'Aubigny,537,13,550
25,Basse-Normandie,50,2,22,511,Saint-Martin-d'Audouville,116,3,119
25,Basse-Normandie,50,4,08,512,Saint-Martin-de-Bonfossé,539,17,556
25,Basse-Normandie,50,3,10,513,Saint-Martin-de-Cenilly,217,8,225
25,Basse-Normandie,50,1,32,515,Saint-Martin-de-Landelles,1174,31,1205
25,Basse-Normandie,50,2,37,517,Saint-Martin-de-Varreville,208,0,208
25,Basse-Normandie,50,1,01,516,Saint-Martin-des-Champs,2203,129,2332
25,Basse-Normandie,50,1,39,518,Saint-Martin-le-Bouillant,286,8,294
25,Basse-Normandie,50,2,25,519,Saint-Martin-le-Gréard,395,9,404
25,Basse-Normandie,50,2,07,520,Saint-Martin-le-Hébert,131,2,133
25,Basse-Normandie,50,1,39,521,Saint-Maur-des-Bois,129,4,133
25,Basse-Normandie,50,2,03,522,Saint-Maurice-en-Cotentin,285,10,295
25,Basse-Normandie,50,3,40,524,Saint-Michel-de-la-Pierre,182,5,187
25,Basse-Normandie,50,1,39,525,Saint-Michel-de-Montjoie,328,3,331
25,Basse-Normandie,50,3,16,528,Saint-Nicolas-de-Pierrepont,248,10,258
25,Basse-Normandie,50,1,05,529,Saint-Nicolas-des-Bois,116,1,117
25,Basse-Normandie,50,1,99,531,Saint-Ovin,747,14,761
25,Basse-Normandie,50,1,15,532,Saint-Pair-sur-Mer,3795,140,3935
25,Basse-Normandie,50,3,20,533,Saint-Patrice-de-Claids,157,2,159
25,Basse-Normandie,50,4,09,534,Saint-Pellerin,357,6,363
25,Basse-Normandie,50,2,03,536,Saint-Pierre-d'Arthéglise,151,2,153
25,Basse-Normandie,50,3,12,537,Saint-Pierre-de-Coutances,395,14,409
25,Basse-Normandie,50,4,31,538,Saint-Pierre-de-Semilly,415,24,439
25,Basse-Normandie,50,2,38,539,Saint-Pierre-Église,1782,35,1817
25,Basse-Normandie,50,1,42,540,Saint-Pierre-Langers,526,23,549
25,Basse-Normandie,50,1,15,541,Saint-Planchers,1283,46,1329
25,Basse-Normandie,50,1,39,542,Saint-Pois,523,29,552
25,Basse-Normandie,50,1,13,543,Saint-Quentin-sur-le-Homme,1228,38,1266
25,Basse-Normandie,50,3,16,544,Saint-Rémy-des-Landes,211,6,217
25,Basse-Normandie,50,4,08,545,Saint-Romphaire,733,10,743
25,Basse-Normandie,50,4,08,546,Saint-Samson-de-Bonfossé,905,31,936
25,Basse-Normandie,50,3,16,548,Saint-Sauveur-de-Pierrepont,132,2,134
25,Basse-Normandie,50,3,06,549,Saint-Sauveur-la-Pommeraye,309,11,320
25,Basse-Normandie,50,2,41,551,Saint-Sauveur-le-Vicomte,2044,36,2080
25,Basse-Normandie,50,3,40,550,Saint-Sauveur-Lendelin,1648,81,1729
25,Basse-Normandie,50,3,27,552,Saint-Sébastien-de-Raids,353,4,357
25,Basse-Normandie,50,1,33,553,Saint-Senier-de-Beuvron,299,6,305
25,Basse-Normandie,50,1,01,554,Saint-Senier-sous-Avranches,1230,68,1298
25,Basse-Normandie,50,1,44,557,Saint-Symphorien-des-Monts,151,1,152
25,Basse-Normandie,50,3,16,558,Saint-Symphorien-le-Valois,795,23,818
25,Basse-Normandie,50,2,30,562,Saint-Vaast-la-Hougue,2095,34,2129
25,Basse-Normandie,50,4,45,563,Saint-Vigor-des-Monts,289,5,294
25,Basse-Normandie,50,4,48,453,Sainte-Cécile,788,28,816
25,Basse-Normandie,50,2,41,457,Sainte-Colombe,194,1,195
25,Basse-Normandie,50,2,04,460,Sainte-Croix-Hague,724,19,743
25,Basse-Normandie,50,2,30,469,Sainte-Geneviève,316,14,330
25,Basse-Normandie,50,1,44,508,Sainte-Marie-du-Bois,59,0,59
25,Basse-Normandie,50,2,37,509,Sainte-Marie-du-Mont,770,24,794
25,Basse-Normandie,50,2,37,523,Sainte-Mère-Église,1629,47,1676
25,Basse-Normandie,50,1,17,535,Sainte-Pience,267,9,276
25,Basse-Normandie,50,4,35,556,Sainte-Suzanne-sur-Vire,503,38,541
25,Basse-Normandie,50,4,09,564,Sainteny,795,31,826
25,Basse-Normandie,50,1,42,565,Sartilly,1461,24,1485
25,Basse-Normandie,50,2,47,567,Saussemesnil,918,23,941
25,Basse-Normandie,50,3,12,568,Saussey,501,25,526
25,Basse-Normandie,50,3,10,569,Savigny,372,9,381
25,Basse-Normandie,50,1,44,570,Savigny-le-Vieux,430,10,440
25,Basse-Normandie,50,2,37,571,Sébeville,34,0,34
25,Basse-Normandie,50,2,03,572,Sénoville,209,13,222
25,Basse-Normandie,50,3,36,573,Servigny,217,2,219
25,Basse-Normandie,50,1,29,574,Servon,271,2,273
25,Basse-Normandie,50,2,50,575,Sideville,534,20,554
25,Basse-Normandie,50,2,28,576,Siouville-Hague,1104,40,1144
25,Basse-Normandie,50,2,22,578,Sortosville,87,4,91
25,Basse-Normandie,50,2,03,577,Sortosville-en-Beaumont,315,3,318
25,Basse-Normandie,50,2,07,579,Sottevast,1345,34,1379
25,Basse-Normandie,50,2,28,580,Sotteville,414,17,431
25,Basse-Normandie,50,4,08,581,Soulles,429,7,436
25,Basse-Normandie,50,1,43,582,Sourdeval,2879,54,2933
25,Basse-Normandie,50,3,14,583,Sourdeval-les-Bois,167,2,169
25,Basse-Normandie,50,1,17,584,Subligny,330,12,342
25,Basse-Normandie,50,2,28,585,Surtainville,1274,36,1310
25,Basse-Normandie,50,3,16,586,Surville,199,3,202
25,Basse-Normandie,50,2,41,587,Taillepied,29,0,29
25,Basse-Normandie,50,2,47,588,Tamerville,600,19,619
25,Basse-Normandie,50,1,29,589,Tanis,305,13,318
25,Basse-Normandie,50,1,17,590,Le Tanu,336,7,343
25,Basse-Normandie,50,1,44,591,Le Teilleul,1293,42,1335
25,Basse-Normandie,50,4,45,592,Tessy-sur-Vire,1482,30,1512
25,Basse-Normandie,50,2,30,593,Teurthéville-Bocage,589,9,598
25,Basse-Normandie,50,2,50,594,Teurthéville-Hague,872,24,896
25,Basse-Normandie,50,2,38,595,Le Theil,682,13,695
25,Basse-Normandie,50,2,38,596,Théville,320,3,323
25,Basse-Normandie,50,1,05,597,Tirepied,770,24,794
25,Basse-Normandie,50,2,38,598,Tocqueville,269,10,279
25,Basse-Normandie,50,2,25,599,Tollevast,1179,33,1212
25,Basse-Normandie,50,2,04,600,Tonneville,648,29,677
25,Basse-Normandie,50,4,46,601,Torigni-sur-Vire,2416,50,2466
25,Basse-Normandie,50,2,51,602,Tourlaville,16317,479,16796
25,Basse-Normandie,50,3,36,603,Tourville-sur-Sienne,736,21,757
25,Basse-Normandie,50,2,28,604,Tréauville,734,24,758
25,Basse-Normandie,50,3,23,605,Trelly,623,12,635
25,Basse-Normandie,50,4,34,606,Tribehou,503,15,518
25,Basse-Normandie,50,4,48,607,La Trinité,387,6,393
25,Basse-Normandie,50,4,45,608,Troisgots,273,29,302
25,Basse-Normandie,50,2,37,609,Turqueville,136,2,138
25,Basse-Normandie,50,2,22,610,Urville,189,4,193
25,Basse-Normandie,50,2,04,611,Urville-Nacqueville,2194,131,2325
25,Basse-Normandie,50,1,01,612,Vains,743,45,788
25,Basse-Normandie,50,1,01,616,Le Val-Saint-Père,1864,104,1968
25,Basse-Normandie,50,2,30,613,Valcanville,368,8,376
25,Basse-Normandie,50,2,07,614,Le Valdécie,117,6,123
25,Basse-Normandie,50,2,47,615,Valognes,7196,366,7562
25,Basse-Normandie,50,3,16,617,Varenguebec,341,2,343
25,Basse-Normandie,50,2,38,618,Varouville,285,7,292
25,Basse-Normandie,50,2,38,619,Le Vast,289,4,293
25,Basse-Normandie,50,2,04,620,Vasteville,1042,25,1067
25,Basse-Normandie,50,2,22,621,Vaudreville,80,1,81
25,Basse-Normandie,50,3,40,622,Vaudrimesnil,425,8,433
25,Basse-Normandie,50,2,04,623,Vauville,390,11,401
25,Basse-Normandie,50,3,36,624,La Vendelée,412,7,419
25,Basse-Normandie,50,1,43,625,Vengeons,487,12,499
25,Basse-Normandie,50,3,14,626,Ver,368,9,377
25,Basse-Normandie,50,1,33,627,Vergoncey,216,4,220
25,Basse-Normandie,50,1,05,628,Vernix,170,9,179
25,Basse-Normandie,50,3,98,629,Vesly,632,6,638
25,Basse-Normandie,50,1,29,630,Vessey,396,10,406
25,Basse-Normandie,50,4,09,631,Les Veys,426,6,432
25,Basse-Normandie,50,2,30,633,Le Vicel,143,1,144
25,Basse-Normandie,50,2,30,634,Videcosville,84,3,87
